@relation training

@attribute 'age' numeric
@attribute 'gender' {male,female}
@attribute 'friend_count' numeric
@attribute 'message_score' numeric
@attribute 'month' {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute 'time_of_day' {early_morning,morning,noon,afternoon,evening,night,post_midnight}
@attribute 'time_since_last' numeric
@attribute 'average_user_likes' numeric
@attribute 'likes' numeric 

@data
24,male,355,0.432327937312,11,afternoon,15,3.65,2.19722457734
20,male,None,0.712376063506,11,evening,138,17.758,1.09861228867
?,female,593,0.537400555724,8,evening,191,5.424,1.94591014906
21,male,739,8.25,12,post_midnight,43,4.566,1.94591014906
20,male,783,0.643468790085,3,post_midnight,172,7.737,3.13549421593
?,female,403,0.719151098176,11,night,309,3.848,1.09861228867
22,male,656,0.565676255613,12,post_midnight,101,18.81,1.60943791243
?,female,284,0.492494772997,1,post_midnight,100,2.778,0.0
?,male,1008,0.52880227571,9,evening,2,7.364,0
?,male,1706,0.791379524746,11,afternoon,14,4.63,1.38629436112
19,female,531,0.303017202789,11,evening,96,2.61,1.09861228867
?,male,142,1.99286333135,8,post_midnight,347,1.395,0
46,male,541,0.69034711577,8,post_midnight,25,3.835,2.30258509299
?,male,710,0.895266651907,10,early morning,106,5.28,1.09861228867
?,female,937,0.927710389356,11,post_midnight,49,2.326,0
?,male,899,0.736170841542,5,night,119,16.19,0
20,female,768,0.837507730365,1,early morning,624,3.432,0.69314718056
?,male,1101,1.34968365044,1,afternoon,9,14.12,0.69314718056
20,male,672,0.695557718726,1,post_midnight,39,4.91,1.38629436112
?,female,1793,1.15717223281,8,evening,164,17.01,2.30258509299
?,male,1073,0.617688437079,12,post_midnight,0,7.612,2.7080502011
19,female,308,0.949264854625,1,post_midnight,19,3.0,0.0
?,female,None,0.735171624123,6,post_midnight,110,5.922,0.69314718056
?,male,582,0.367567156732,1,night,40,3.94,1.09861228867
20,female,897,1.75,3,post_midnight,149,2.867,0.69314718056
?,female,1793,1.04145323014,3,afternoon,95,17.01,1.09861228867
?,female,813,0.91440863101,11,early morning,25,3.25,1.79175946923
?,female,1204,0,2,afternoon,67,14.1,0
20,male,671,0.498786449492,4,evening,41,1.887,0.0
?,female,1056,0.780038751697,1,early morning,195,8.03,2.63905732962
?,female,879,0.784305698673,3,afternoon,259,8.333,2.48490664979
?,male,866,0.612520264599,9,evening,75,3.98,1.60943791243
17,male,563,0.528689458031,1,night,4,2.96,0
?,female,937,0.754632420245,7,afternoon,38,2.326,0
19,male,1214,0.602857781742,11,evening,?,2.857,0
?,male,1593,0.6,4,afternoon,83,6.58,0
21,female,301,0.497713426574,6,evening,?,2.217,0
?,female,373,2.59074074074,12,night,239,2.6,0.69314718056
?,male,753,0.908910943324,1,early morning,27,3.978,0
18,male,781,0.440544552395,12,post_midnight,93,2.9,0.0
22,female,1467,0.839673877085,7,afternoon,91,10.25,3.04452243772
?,male,492,1.7115852434,8,evening,9,2.72,0
?,female,959,0.544821767738,12,afternoon,9,11.76,2.19722457734
20,male,714,0.506301729966,2,post_midnight,20,7.04,2.30258509299
?,female,403,1.37357195185,4,post_midnight,70,3.848,0.69314718056
20,male,748,0.452424727857,10,post_midnight,197,8.06,2.07944154168
?,female,861,0.344325497136,4,post_midnight,34,15.03,0.69314718056
?,female,1153,0.913157034947,10,post_midnight,51,14.13,2.8903717579
?,female,1250,6.82209698602,3,night,94,6.395,1.09861228867
?,male,368,0.521595094886,8,post_midnight,3,4.583,0.69314718056
?,female,1254,0.664844683725,4,evening,43,7.704,2.3978952728
20,female,448,1.05469609154,3,post_midnight,690,5.233,0
20,male,162,0.702733861424,6,afternoon,14,1.206,0
?,female,624,0.540244813578,11,post_midnight,102,2.33,0
?,female,672,0.603263433644,4,afternoon,84,2.629,2.3978952728
20,female,649,0.483162582231,7,evening,76,2.24,0
20,female,649,0.453699840077,11,post_midnight,3082,2.24,1.09861228867
?,female,738,1.07518489078,5,afternoon,167,10.41,2.19722457734
?,female,1512,0.695497352986,7,post_midnight,1418,9.42,3.58351893846
17,male,563,0,1,post_midnight,657,2.96,0
?,female,574,0.590380159505,1,afternoon,445,8.97,3.4657359028
21,male,803,0.480053076825,2,night,598,11.91,2.3978952728
18,male,1170,0.587668533566,3,post_midnight,171,2.198,0
21,male,838,0.598336975117,5,post_midnight,802,3.681,2.7080502011
23,male,552,0.621457334318,5,evening,45,3.76,0.69314718056
24,male,355,0.718036656961,11,post_midnight,78,3.65,2.07944154168
?,female,434,0.666358040161,1,evening,110,4.44,0.69314718056
?,male,None,0,3,post_midnight,777,7.25,0.0
?,female,1056,0.535785779445,1,evening,86,8.03,1.60943791243
21,female,524,0.640597551224,4,evening,73,3.276,0.69314718056
?,male,915,0.619907744624,12,post_midnight,52,4.93,2.07944154168
?,female,895,0.569141989846,2,morning,6,11.525,1.94591014906
20,female,340,0.700133920492,4,night,92,2.81,1.09861228867
21,female,979,0.89775019249,9,night,354,3.63,0
?,female,336,0.471585320327,3,afternoon,415,4.66,1.60943791243
?,female,1071,0.218072289157,7,afternoon,33,3.279,0.0
?,male,1036,0.502363850193,7,afternoon,33,12.79,1.94591014906
?,male,826,0.960004101397,11,post_midnight,79,5.5,1.79175946923
?,male,341,0.844822704248,8,post_midnight,85,2.091,0.0
?,female,778,0.426172930483,4,post_midnight,149,5.889,2.07944154168
?,male,810,1.60148809524,4,afternoon,171,4.8,1.09861228867
?,male,657,0.746401475181,2,night,22,9.31,1.94591014906
?,male,631,0.679502557255,11,afternoon,133,7.309,2.83321334406
?,female,913,0.706937629564,9,afternoon,32,11.818,2.63905732962
?,female,573,0.639701615034,5,post_midnight,1,7.95,1.60943791243
20,male,850,0.557908335436,10,afternoon,68,5.4,1.09861228867
20,male,818,0.571616905206,5,early morning,20,6.2,2.30258509299
20,male,318,0.64566263278,8,post_midnight,0,2.508,0
20,male,1086,0.504618220736,9,afternoon,5432,9.167,1.38629436112
?,male,379,0.544046208504,6,night,0,4.32,1.60943791243
?,male,1508,0.344515181003,12,night,5,4.688,0
20,male,1834,1.29454340434,7,afternoon,285,17.99,2.48490664979
20,female,None,0.674631781368,9,post_midnight,700,7.145,1.09861228867
?,female,1263,0.871649433347,5,post_midnight,723,11.643,1.79175946923
?,female,752,0.694493954465,12,early morning,58,3.785,1.09861228867
26,female,472,0.474549951719,9,night,21,1.427,0
?,male,267,1.18007636114,8,evening,193,4.58,1.09861228867
20,female,621,0.607256563317,1,post_midnight,121,5.0,0.69314718056
20,female,601,1.03069153423,4,post_midnight,1155,2.565,2.30258509299
?,female,1056,0.808740551473,2,night,117,8.03,1.79175946923
?,female,465,0.570765677588,2,post_midnight,212,7.18,1.38629436112
?,?,944,0.569119511331,6,post_midnight,60,6.88,2.07944154168
?,male,1030,0.685555737858,7,afternoon,87,4.48,1.09861228867
20,male,34,0.917162822277,4,post_midnight,363,1.313,0.69314718056
?,female,326,0.532176133751,10,evening,17,2.74,1.60943791243
?,male,716,0.713233980936,10,post_midnight,70,5.216,0
31,female,929,0.585987229262,7,post_midnight,683,3.633,1.79175946923
?,male,581,0.592810704998,3,evening,448,2.568,0
?,male,524,0.556081342483,5,evening,138,3.778,1.60943791243
20,male,4495,0.723598505124,2,evening,0,7.42,1.38629436112
?,female,959,0.641846324675,6,afternoon,76,11.76,3.09104245336
?,female,708,0.912807887798,6,afternoon,477,6.81,2.56494935746
24,female,325,0.25,3,early morning,142,2.05,0
23,female,725,0.767512195242,9,afternoon,20,7.43,1.38629436112
16,male,494,0.621521961472,1,post_midnight,214,4.34,0
20,male,492,0.465704758605,4,post_midnight,4,6.18,1.94591014906
?,male,452,0.385299623463,12,post_midnight,24,3.648,1.60943791243
?,female,1701,0.621704221704,5,post_midnight,119,11.54,3.40119738166
21,male,944,1.11769221608,12,post_midnight,20,6.296,1.60943791243
?,male,890,0.475763811613,9,evening,1123,3.636,0
?,female,839,0.641258447764,3,early morning,358,6.697,2.94443897917
?,female,None,0.251522994892,5,post_midnight,45,10.0,0.69314718056
20,male,282,1.55200190816,8,post_midnight,4585,2.267,1.38629436112
?,female,1171,0.72464980082,10,afternoon,17,9.99,3.09104245336
21,female,484,0.569281834917,8,night,77,8.73,1.94591014906
20,male,783,0.585042568877,2,early morning,191,7.737,2.77258872224
?,female,157,0.823229353301,9,evening,26,5.04,1.60943791243
?,female,749,0.396988381291,8,evening,122,5.63,1.94591014906
19,female,531,0.686363037561,11,evening,22,2.61,1.09861228867
26,female,389,0.736687517312,10,early morning,54,4.71,2.3978952728
21,male,724,1.45731533142,11,post_midnight,483,5.04,1.09861228867
?,female,None,0.653879924094,8,post_midnight,6,4.582,0.69314718056
?,male,1376,0.772091684659,1,post_midnight,369,7.98,2.07944154168
?,?,1361,0.534121040091,6,post_midnight,232,5.0,0.69314718056
19,male,60,0,10,evening,17,1.011,0
20,female,625,0.581911208299,6,post_midnight,?,3.3,0
?,male,2197,0.53781885459,10,post_midnight,870,13.266,2.8903717579
22,female,None,0.559970455699,3,afternoon,733,7.4,2.07944154168
?,?,944,0.866123208563,11,post_midnight,432,6.88,0.69314718056
22,male,624,0.56812077893,9,post_midnight,50,2.47,0.69314718056
20,male,672,1.14097239357,10,afternoon,6,4.91,1.79175946923
19,male,213,0.762700707449,10,post_midnight,168,4.23,2.30258509299
?,female,2486,0.77048661911,4,afternoon,42,6.95,1.79175946923
20,male,363,0.579065506221,6,evening,13,1.66,0.0
21,female,939,0.654244618444,2,morning,97,12.0,3.68887945411
?,male,811,0.712550079366,5,post_midnight,60,14.93,3.78418963392
?,female,1287,0,11,evening,292,2.486,0.0
20,female,204,0.59776941767,4,night,140,3.43,1.38629436112
20,female,1190,0,8,evening,?,16.2,1.79175946923
?,female,465,0.96875,11,evening,144,7.18,1.79175946923
?,male,None,0.856186868687,9,post_midnight,21,2.081,0.69314718056
?,female,578,0.806284829988,12,night,5,19.56,2.83321334406
21,male,2216,0.580937093268,8,post_midnight,383,17.68,3.09104245336
?,male,None,0.431384215623,2,evening,524,7.25,0
?,female,994,0.411770465281,7,early morning,177,6.632,0
?,female,934,0.814469556855,7,night,2978,5.11,2.83321334406
21,male,None,0.791131913187,12,afternoon,10,6.167,1.79175946923
?,female,None,0.605238509915,5,night,94,5.922,2.07944154168
?,female,1004,0.501270707536,8,early morning,74,2.741,0.69314718056
20,female,649,0.731733861842,4,post_midnight,381,2.24,0
?,male,716,1.06561830573,7,post_midnight,995,5.216,1.09861228867
?,male,None,0.97709318383,1,early morning,555,4.022,2.30258509299
20,female,1060,0.612591115613,11,post_midnight,502,3.42,1.09861228867
?,male,369,1.33700396825,12,post_midnight,560,3.068,0
?,male,539,0.558246759628,9,post_midnight,26,5.58,0
21,male,None,0.566997192649,11,evening,23,6.167,2.94443897917
21,male,862,2.94645040243,1,evening,626,3.82,3.66356164613
19,female,1401,1.9630254666,11,early morning,?,13.747,2.48490664979
?,female,739,0.496069831921,10,post_midnight,287,6.13,1.38629436112
49,female,1771,0.701474224989,7,afternoon,91,10.46,2.3978952728
?,male,582,0.921030333396,1,early morning,134,3.94,0.0
?,female,598,0.75129289394,8,afternoon,?,13.624,1.60943791243
?,male,2119,0.486375268883,2,post_midnight,1,3.37,0
?,male,999,0.676947788799,12,post_midnight,19,3.919,0
?,male,612,0.446418658846,8,afternoon,83,10.596,0.0
?,female,907,0.472141653134,5,post_midnight,58,5.37,0.0
?,female,668,0.698104974555,5,post_midnight,723,5.23,1.94591014906
?,male,321,0.97376517191,12,evening,158,1.49,0.0
?,male,209,0.631946482548,11,post_midnight,47,1.56,0
16,male,494,0.569389484812,2,afternoon,495,4.34,1.79175946923
?,male,892,0,7,evening,161,17.05,1.38629436112
?,female,506,0.755883144738,1,early morning,23,2.28,1.79175946923
?,male,1172,0.683298038955,4,afternoon,185,14.07,3.09104245336
?,male,288,0.673644298225,11,post_midnight,16,6.57,1.38629436112
?,male,369,0.741817635157,9,evening,508,3.068,1.94591014906
?,female,336,1.99286333135,5,post_midnight,46,4.66,1.94591014906
?,male,379,0.616567965933,8,early morning,183,4.32,1.79175946923
20,female,879,0.716971558505,11,post_midnight,1893,5.2,2.77258872224
26,male,None,0.769496550809,3,afternoon,1311,3.5,1.60943791243
?,male,1494,0.853417077449,12,early morning,241,5.14,2.3978952728
?,female,1847,0.782542599286,4,afternoon,88,11.83,2.63905732962
?,female,895,0.755989642541,3,post_midnight,43,11.525,1.94591014906
?,male,657,0.765229780053,4,post_midnight,84,9.31,2.56494935746
?,male,890,0.589917947827,11,post_midnight,1,3.636,0
23,female,974,0.680131893735,10,evening,89,7.33,1.09861228867
?,male,1321,0.568905657523,10,evening,857,4.55,0.69314718056
?,male,1008,0.783359743618,4,night,619,7.364,1.38629436112
?,female,749,1.59082219531,8,evening,123,5.63,2.48490664979
?,male,357,0.525915824658,2,evening,47,1.71,0
20,male,4495,1.47427512022,2,post_midnight,21,7.42,2.07944154168
?,female,701,0.798900884159,3,early morning,128,19.427,2.19722457734
21,female,892,0.667430452935,8,evening,149,12.73,2.94443897917
?,male,None,0.757306974315,3,evening,1146,4.022,2.56494935746
?,female,326,0.682240376904,2,afternoon,21,2.74,1.38629436112
?,female,1290,0.853711769634,5,post_midnight,198,6.56,0.0
21,male,862,0.735557264799,10,post_midnight,296,3.82,0.69314718056
?,male,539,0.704728813374,10,post_midnight,165,1.457,0.0
20,female,1190,1.13332219837,10,evening,48,16.2,1.60943791243
?,female,145,0.913274086756,10,post_midnight,49,3.052,1.09861228867
21,male,616,0.320477167619,7,post_midnight,186,3.71,0.0
?,female,733,0.860118819389,1,evening,527,15.438,3.21887582487
?,female,666,1.01543154917,11,early morning,39,10.39,2.83321334406
?,female,1153,0.753323359036,10,afternoon,186,14.13,0.69314718056
?,male,870,0.528956898974,5,post_midnight,52,11.05,2.7080502011
?,male,885,0.283332115855,11,evening,165,6.81,0.69314718056
20,male,569,0.357696684496,8,post_midnight,4,2.67,1.09861228867
?,female,1372,1.04299333931,6,post_midnight,28,7.33,1.94591014906
?,female,610,2.13470593008,12,afternoon,73,5.82,3.80666248977
21,female,895,0.984481995522,2,post_midnight,45,6.102,1.09861228867
?,female,145,0.37522980999,8,evening,17,3.052,1.09861228867
?,female,2220,0.869681308786,12,early morning,586,8.19,1.09861228867
?,female,145,0.54216788253,8,evening,-2,3.052,0.0
?,female,754,0.846030893669,7,early morning,2111,4.32,1.79175946923
20,male,1436,0.838760849653,1,evening,105,12.919,1.09861228867
?,female,1019,0.463096116616,6,evening,1364,8.47,0
21,female,747,0.502677485798,1,early morning,99,2.29,0.0
?,female,810,0.70484649141,5,evening,246,6.29,1.38629436112
?,female,913,3.64285714286,7,evening,66,11.818,1.09861228867
?,female,None,0.551139309816,6,night,1412,8.125,1.38629436112
?,female,907,0.723080424959,12,post_midnight,47,5.37,1.09861228867
?,male,852,0.557423285785,3,post_midnight,179,4.43,0
?,male,560,0.562789393545,10,evening,254,2.1,0
20,female,887,0.558732245923,10,post_midnight,1134,2.753,0
?,female,982,0.60891094179,1,afternoon,167,7.468,0.0
?,male,268,0.579078787219,3,evening,95,2.0,0.0
21,female,1660,2.13303930077,7,early morning,2,25.434,4.54329478227
20,male,257,0.730559505561,3,evening,70,3.46,0.69314718056
?,male,729,0,12,early morning,58,5.46,0.0
?,male,492,1.28845992571,8,early morning,163,2.72,0
?,female,1228,0.617874748474,12,afternoon,3,6.82,0
?,female,1170,1.01244253549,6,post_midnight,118,3.35,0
?,female,373,0.750996380744,12,post_midnight,243,2.6,1.94591014906
21,male,2216,0.92794495614,3,evening,18,17.68,2.7080502011
21,female,645,0.640857827224,3,afternoon,422,3.349,0
?,female,945,0.556083152188,6,night,408,8.765,0.0
?,female,982,0,1,morning,310,7.468,1.38629436112
20,male,420,0.811215044453,1,early morning,23,4.56,2.48490664979
?,male,899,0.879038992908,5,afternoon,661,16.19,3.73766961828
?,male,394,0.880384117047,2,post_midnight,32,3.451,1.94591014906
?,male,452,0.57854443408,11,post_midnight,25,3.648,0.69314718056
20,male,495,0.911462995837,11,evening,5,2.08,0.0
?,male,1036,0.539704127564,9,post_midnight,171,4.12,0
?,male,None,0.527533612356,1,early morning,119,3.636,0.0
?,male,746,0.842909230643,7,post_midnight,2910,3.765,1.38629436112
?,male,1350,0,7,post_midnight,58,7.634,0
?,female,708,0.567074948769,3,evening,15,6.81,0.0
?,female,707,0.839650901411,4,night,69,2.196,1.38629436112
19,male,60,0.452716018267,10,post_midnight,4,1.011,0
20,female,649,0.657752840636,11,post_midnight,223,2.24,0
?,female,808,0,8,evening,306,2.5,0
20,male,714,0.519271531936,12,early morning,100,7.04,1.94591014906
23,male,553,0.693649622665,7,night,451,3.05,0
?,female,1237,0.61925796489,4,early morning,349,20.13,1.79175946923
19,male,213,0.631004310671,4,post_midnight,124,4.23,2.3978952728
?,male,369,0,9,afternoon,?,3.068,0.0
?,female,1276,3.07498933338,10,evening,49,10.54,1.60943791243
?,female,510,0.595109108998,7,afternoon,232,5.83,1.38629436112
?,male,None,1.04289758786,6,night,50,4.022,0
21,male,838,0.680319229344,6,post_midnight,80,3.681,0
19,male,836,0.896156660967,7,evening,151,3.1,0.0
?,female,808,0,9,evening,213,2.5,0
?,female,946,0.536978275566,4,post_midnight,718,3.7,0.69314718056
21,male,464,0.53139714638,12,night,65,4.77,1.09861228867
?,female,1512,1.20236265932,11,afternoon,42,9.42,1.09861228867
20,male,396,0.545460085712,11,afternoon,44,3.47,0.69314718056
?,male,710,0.53838699453,5,evening,25,5.28,1.60943791243
22,male,309,0.657202394203,12,early morning,8,2.012,0.0
?,male,1172,0.619473148872,5,post_midnight,69,14.07,1.38629436112
?,female,None,0.733860078233,6,post_midnight,59,18.444,2.77258872224
?,female,752,0.396050889654,1,post_midnight,744,3.785,0.69314718056
?,female,1413,0.681975492175,9,post_midnight,166,25.44,4.26267987704
?,female,573,0.738050862267,4,evening,18,7.95,0.69314718056
22,male,624,0.433277634666,12,evening,138,2.47,0.69314718056
20,male,843,0.941270752002,7,post_midnight,24,9.46,1.94591014906
?,male,1036,0.434563815799,2,early morning,22,12.79,2.3978952728
19,male,213,0.523858848973,2,post_midnight,12,4.23,0.0
?,male,586,0.708645030069,2,post_midnight,-16,6.1,1.38629436112
?,male,966,0,4,early morning,33,24.879,0.69314718056
?,female,2220,0.723252857855,9,post_midnight,383,8.19,0.69314718056
21,male,1180,0.329668679062,2,post_midnight,943,8.17,0
21,male,554,3.72146466331,1,night,3918,5.429,3.33220451018
22,male,1033,0.813949354007,10,evening,20,1.596,0
?,female,779,0,12,afternoon,196,10.663,3.66356164613
?,female,631,0.92467511655,12,post_midnight,92,3.525,0.0
?,female,506,1.38651272009,7,night,48,2.28,0
?,male,862,0.576147553367,12,afternoon,37,1.869,0.0
36,male,230,0.651287316122,12,night,625,9.367,1.09861228867
?,male,288,0.436480388155,12,early morning,25,6.57,2.83321334406
20,female,1190,0.647208449452,11,post_midnight,49,16.2,2.3978952728
?,female,1179,0.640462115617,4,night,27,6.14,0
?,female,824,0,2,night,26,4.07,0.69314718056
20,female,448,0.59757517468,1,night,89,5.233,0.0
20,female,340,0.695443855413,10,evening,46,2.81,2.30258509299
20,male,681,0.531744241789,7,night,129,2.629,0.0
?,male,610,0.959882841694,6,early morning,2,2.351,1.60943791243
?,male,1125,0.501632023943,9,post_midnight,12,6.798,1.38629436112
?,female,145,0.318061048168,8,evening,24,3.052,0
21,female,895,0.70297125733,1,post_midnight,47,6.102,1.38629436112
21,male,1669,1.5173556231,3,post_midnight,168,25.24,3.97029191355
?,male,866,0.686067041835,3,early morning,67,3.98,1.79175946923
?,male,560,0.408698999689,4,post_midnight,1269,2.1,0
22,male,624,0.542846970003,11,evening,2,2.47,0.0
20,male,374,0.857742480804,6,evening,7,7.23,2.07944154168
?,male,1593,0.552283622303,3,post_midnight,4,6.58,0
?,male,None,0,7,post_midnight,190,6.186,0.0
?,male,441,0.462582042056,9,post_midnight,31,2.03,0.0
?,female,216,0.649316366949,11,evening,118,4.45,0.0
?,female,810,0.842946759023,12,night,18,6.29,1.94591014906
?,female,934,1.01835318085,11,evening,26,5.11,0.0
19,male,513,0.515159660011,10,morning,62,2.386,1.60943791243
?,male,515,0.689703575449,9,afternoon,10,5.51,0.69314718056
?,male,None,0.614095121341,4,post_midnight,0,6.186,1.09861228867
?,male,424,0.491840529657,9,evening,1,2.5,0
?,male,811,0.483958009753,10,post_midnight,0,14.93,0.0
20,female,601,0.669882842681,5,evening,16,6.31,1.60943791243
?,male,2119,0.832112232057,1,early morning,387,3.37,1.94591014906
?,male,1100,0.281899055919,11,evening,93,4.172,0
?,female,1088,0.897973983662,9,post_midnight,240,12.987,2.07944154168
20,male,672,0.66097404245,1,afternoon,25,4.91,1.94591014906
?,female,779,0.34786782195,2,morning,75,10.663,0.69314718056
?,female,1068,0,6,post_midnight,27,9.85,1.09861228867
?,male,1172,0.75797761607,5,afternoon,396,14.07,3.04452243772
?,male,601,0.552504098752,2,night,?,13.08,1.09861228867
20,male,649,0.775310361908,2,post_midnight,11362,4.765,0.0
?,male,1482,0.569717322391,8,post_midnight,0,4.14,0
?,male,852,0.700195650926,9,post_midnight,81,4.43,2.3978952728
?,male,1494,1.42143179498,8,post_midnight,166,5.14,1.09861228867
?,female,707,0,9,afternoon,331,2.196,0.0
20,male,779,0.701263583254,1,early morning,64,5.73,1.38629436112
?,male,636,0.57872656036,1,night,38,3.258,1.94591014906
?,female,317,0.605354743795,11,post_midnight,742,2.0,0.69314718056
20,male,1421,0.552322424539,5,post_midnight,51,18.77,0.0
?,female,624,0,8,post_midnight,21,2.33,0
?,female,781,0.571284921064,10,post_midnight,166,8.57,1.09861228867
?,male,None,0.783392438393,12,post_midnight,238,2.34,0
21,male,469,0.871650689491,6,afternoon,13,2.081,0.0
?,male,811,0.644949498811,2,post_midnight,51,14.93,2.3978952728
?,male,890,0.467661185293,7,night,164,3.636,0
20,male,None,0,6,early morning,418,8.0,0
20,male,681,0.645095917155,10,post_midnight,2,2.629,1.09861228867
24,female,771,0.448249433544,3,afternoon,250,5.0,2.07944154168
?,male,971,0.429161663971,6,afternoon,438,19.869,0.0
19,male,288,0.583108630824,9,post_midnight,0,1.238,0
26,female,538,0.602862974145,11,evening,17,2.47,1.94591014906
21,female,931,0.803153538879,5,night,17,17.06,2.63905732962
?,?,1361,0.330303030303,10,afternoon,10,5.0,0.69314718056
49,female,1771,0.55621865019,7,night,8,10.46,2.8903717579
20,female,372,0.49929445495,7,evening,25,6.17,0.69314718056
20,female,None,0.602252324111,12,early morning,70,7.145,1.38629436112
22,female,None,0.5999167737,1,post_midnight,118,7.4,2.07944154168
21,female,873,0.504545330864,4,early morning,74,4.44,0.0
?,male,1078,0.739921807198,5,post_midnight,26,4.76,0.0
?,female,631,0.837181975505,10,afternoon,39,3.525,1.38629436112
?,female,593,0.569102526473,6,early morning,362,5.424,0.0
21,female,1660,0.657267929877,6,post_midnight,130,25.434,1.60943791243
?,female,1254,1.21052631579,1,evening,46,7.704,1.94591014906
20,female,None,0,9,post_midnight,1169,5.892,1.94591014906
?,female,623,0.724866108388,11,evening,47,7.06,2.83321334406
21,male,944,0.455759680144,1,post_midnight,12,6.296,2.7080502011
?,female,2220,0.219146514654,5,post_midnight,766,8.19,1.09861228867
?,female,642,0.711754225925,3,post_midnight,4,9.026,2.19722457734
?,female,631,0.733199860334,4,post_midnight,292,3.525,0.69314718056
?,male,456,0.637610255031,4,post_midnight,270,3.343,0.0
?,female,672,0.664641401577,2,post_midnight,21,2.629,0
?,male,601,0.67870220231,10,evening,592,13.08,2.30258509299
20,female,649,0.571192878898,7,afternoon,163,2.24,1.38629436112
20,female,601,0.812258751777,1,evening,473,6.31,0.69314718056
?,?,660,1.81428571429,10,evening,28,4.69,1.60943791243
?,male,966,0.569700188278,4,post_midnight,1126,24.879,2.48490664979
24,female,402,0.973385723376,1,evening,244,2.63,0.0
?,female,560,0.596874717018,10,afternoon,97,9.69,1.09861228867
?,female,624,0,9,post_midnight,17,2.33,0
?,male,260,0.766957961457,8,evening,1486,1.2,0.0
?,male,252,0.565739293102,6,afternoon,45,5.59,3.17805383035
?,male,1903,1.02059343434,9,early morning,0,4.263,0
?,male,None,0.679298081953,5,post_midnight,69,2.34,1.60943791243
?,male,1292,0.498679606475,11,post_midnight,24,4.41,2.19722457734
?,male,731,0.503392919973,10,early morning,83,2.96,1.09861228867
19,male,599,1.33333333333,4,post_midnight,370,5.347,0.69314718056
20,male,None,0.943749612165,4,night,93,7.124,0.69314718056
?,female,946,0,12,night,150,3.7,0.69314718056
?,female,739,0.737074422199,6,post_midnight,26,6.13,0.0
23,male,738,0.486214120766,11,evening,0,1.543,0.0
21,male,803,13.4083333333,12,evening,51,11.91,4.46590811865
?,male,670,0,8,post_midnight,501,1.655,0.0
?,female,778,0.987080997576,9,post_midnight,266,5.889,1.94591014906
?,male,657,0.718893400858,6,evening,284,9.976,1.79175946923
?,female,624,0.421442562157,12,post_midnight,122,2.33,0.69314718056
?,male,456,0.852303399902,2,post_midnight,22,3.343,1.60943791243
?,female,959,0.490370022012,12,post_midnight,45,11.76,2.48490664979
?,female,381,0.5,9,post_midnight,1830,6.1,0
18,male,1170,0.596928689658,2,evening,17,2.198,0
?,female,1492,0.643315753376,11,afternoon,44,4.427,2.19722457734
?,male,858,0.716383529904,9,post_midnight,101,5.72,2.94443897917
21,female,330,0.647222274005,6,evening,236,3.96,1.79175946923
?,male,1354,0.551560092287,2,post_midnight,651,7.15,2.07944154168
?,male,430,0.740080200554,2,night,141,2.64,0.69314718056
?,female,229,0.858240600823,6,afternoon,230,5.27,2.77258872224
?,male,504,0.730170971528,8,post_midnight,385,2.977,0.0
?,female,1125,0.610319235968,6,night,67,5.61,1.79175946923
20,male,115,1.48099998453,8,post_midnight,141,1.0,0
?,female,1163,0.586867384824,11,night,23,5.051,2.77258872224
20,male,492,0.43280634277,11,post_midnight,64,6.18,0
?,female,982,1.15478235527,12,morning,1152,7.468,0
21,male,None,0.770207671193,10,morning,159,6.167,0.69314718056
?,male,1350,0.559659090909,2,post_midnight,695,7.634,1.09861228867
?,male,None,0.717638289548,2,post_midnight,71,4.022,0.0
?,male,716,0.868431790999,4,evening,1222,5.216,2.7080502011
?,female,216,0.62926253243,5,afternoon,3114,4.45,0.69314718056
20,male,None,0.256734784459,5,early morning,22,17.758,1.38629436112
?,female,2220,0.72980360473,3,post_midnight,741,8.19,1.79175946923
?,female,336,0.661756988202,10,post_midnight,51,4.66,0.69314718056
20,female,768,0.616931429545,12,early morning,49,3.432,0.0
?,male,729,0.608382063738,10,afternoon,109,5.46,0
?,male,892,0.83892021341,1,post_midnight,178,17.05,1.09861228867
?,female,708,0.809550104182,5,night,126,6.81,0.0
?,male,430,0.584874141683,3,early morning,1609,2.64,0
20,female,370,0.571604069201,6,post_midnight,188,2.852,0
23,male,691,0.507787262724,8,afternoon,672,2.0,0
20,female,988,0.571353775419,2,post_midnight,1059,2.7,0.0
?,male,1100,1.69612068966,2,afternoon,309,4.172,1.60943791243
26,male,171,0.538461538462,3,post_midnight,25,1.682,0.69314718056
?,female,1372,0.430550383068,7,early morning,12,7.33,0.69314718056
21,male,295,0.725367818469,11,early morning,242,6.09,0.0
?,female,510,0.637404860859,11,post_midnight,104,5.83,1.09861228867
?,female,749,0.505242310778,2,post_midnight,0,5.63,0
?,female,1088,0.588110620932,8,evening,3697,12.987,1.38629436112
21,female,895,0.634193209479,1,early morning,170,6.102,1.38629436112
?,female,1512,1.40188492063,11,afternoon,141,9.42,2.48490664979
20,male,369,0.704410873639,10,post_midnight,120,4.702,0.69314718056
?,female,624,0.740536611694,5,early morning,0,2.33,0.0
?,female,1237,1.07855229668,11,morning,71,20.13,2.83321334406
?,male,1508,0.751735265753,4,post_midnight,764,4.688,2.83321334406
