@relation validation

@attribute 'age' numeric
@attribute 'gender' {male,female}
@attribute 'friend_count' numeric
@attribute 'message_score' numeric
@attribute 'month' numeric
@attribute 'hour' numeric
@attribute 'time_since_last' numeric
@attribute 'likes' numeric 

@data
26,male,467,0.358018809253,9,5,8837341,1
26,male,467,1.3911960721,3,3,2659253,1
26,male,467,0.550429142621,2,22,348423,2
26,male,467,0.31135979676,1,22,772600,1
26,male,467,0.656927025073,1,1,86091,1
26,male,467,0.476528418548,12,13,721086,1
26,male,467,0.464646668925,9,23,446808,0
26,male,467,0.0,9,5,94791,0
26,male,467,0.388888888889,8,20,249168,0
26,male,467,0.529069058418,7,4,874355,0
26,male,467,0.596954740466,6,3,82184,1
?,male,1169,0.456895088469,1,7,912099,3
?,male,1169,1.01824995746,11,17,256815,18
?,male,1169,0.827668260413,9,4,520790,0
?,male,1169,0.720640908411,8,17,1098640,9
?,male,1169,0.838107568952,6,17,1297653,5
?,male,1169,0.547998109002,5,1,1594322,4
?,male,1169,0.574664576103,4,1,692961,0
?,male,1169,0.911565430838,3,19,2525519,12
?,male,1169,0.714332888301,1,22,155,8
?,male,1169,0,1,21,77,2
?,male,1169,0,1,8,360,10
?,male,1169,0,1,20,18,18
?,male,1169,0,1,17,26,0
?,male,1169,1.30747118028,1,2,555143,9
?,male,1169,0.742547657379,12,16,773485,7
?,male,1169,0.662439965832,10,6,704899,18
?,male,1169,0.996407984796,9,11,376204,5
?,male,1169,0,7,2,1640622,3
?,male,1169,1.07123169779,6,14,301162,0
?,male,1169,0.749325208708,5,10,2203927,2
?,male,1169,0.586982264857,4,16,612204,1
?,male,1169,0.903278227017,3,20,1353403,5
?,male,1169,1.40833385234,2,17,219061,9
?,male,1169,1.0,1,5,1289669,1
?,male,1169,1.15687066903,12,23,321178,4
?,male,1169,0.755755440092,12,5,708735,11
?,male,1169,0.943883540092,11,14,1070702,1
?,male,1169,1.24156978358,10,11,1762042,0
?,male,1169,0.209331312945,9,3,88143,0
?,male,1169,0.622651272776,9,19,60261,1
?,male,1169,0.0,9,4,264697,0
?,male,1169,0.688561696265,9,21,67408,4
?,male,1169,1.375,9,11,33964,1
?,female,645,0.930061536201,10,15,502397,52
?,female,645,4.67647058824,6,23,83202118,9
?,female,645,0.635510630449,2,20,697058,0
?,female,645,0.601250031545,12,5,1948597,0
?,female,645,0.835068520562,11,22,592714,4
?,female,645,0.879012034069,9,22,1098523,0
?,female,645,0.475118206364,8,5,632081,0
?,female,645,0.446357991468,7,20,234078,0
28,male,347,0.618112010044,9,22,30167038,7
28,male,347,0.540017364926,5,19,823772,0
28,male,347,0.466219566217,4,0,341308,0
?,male,1464,1.18134616575,12,0,802,3
?,male,1464,3.00273358586,12,20,262637,12
?,male,1464,0.921332368698,12,0,298958,6
?,male,1464,0.945461849075,11,18,447228,3
?,male,1464,0.651561759203,10,22,965532,6
?,male,1464,1.79444113029,9,22,122403,35
?,male,1464,1.93081531832,9,17,750632,5
?,male,1464,1.11198958617,8,18,348140,18
?,male,1464,1.11123439883,7,15,1188798,48
?,male,1464,1.18489576812,6,14,1030774,6
?,male,1464,0.797936413716,5,14,64841,24
?,male,1464,0.615620903477,4,2,2418550,1
?,male,1464,0.617832477914,10,2,84193,2
?,male,1464,0.661237216004,10,2,1584613,1
?,male,1464,0.596249281744,9,1,3167,3
?,male,1464,0.298745086461,9,23,605824,1
?,male,1464,0.494306029615,3,16,184958,1
?,male,1464,0.782279533018,2,0,1373938,3
?,male,1464,0.497908518894,2,3,427189,0
?,male,1464,0.553582554918,1,23,28067,2
?,male,1464,0.707163037678,1,3,160715,0
?,male,1464,1.5,1,5,8793,3
?,male,1464,0.442228652056,1,2,128744,0
?,male,1464,0.785160847313,12,2,1030230,6
?,male,1464,0.71089430948,12,3,255400,0
?,male,1464,0.612661472429,11,22,79472,0
?,male,1464,0.793275714147,11,5,1233528,3
?,male,1464,0.546077109808,10,13,308218,2
?,male,1464,0.785874512278,9,20,168921,0
?,male,1464,0.484362074685,9,19,796330,1
?,male,1464,0.544741519019,8,12,989866,1
?,male,1464,0.644262564251,7,15,1597609,3
?,male,1464,0.635705816256,6,12,752022,6
?,male,1208,0.649454254989,2,0,425745,4
?,male,1208,1.56862132013,2,16,183046,24
?,male,1208,0.617902468379,2,16,1093850,3
?,male,1208,0.564969603855,1,22,155926,0
?,male,1208,0.847425493607,12,22,97444,9
?,male,1208,1.16098441608,12,16,482669,5
?,male,1208,0.74166052914,12,21,462798,4
?,male,1208,0.830875310929,11,14,68623,0
?,male,1208,2.26973382791,11,22,86763,16
?,male,1208,0.961107933854,11,17,343202,0
?,male,1208,0.74582329029,11,20,243810,8
?,male,1208,0.961330858456,11,13,-28719,1
?,male,1208,0.727379599105,10,22,264808,3
?,male,1208,0.63965762831,10,13,125609,1
?,male,1208,0.840661624735,10,14,161982,0
?,male,1208,1.39210447254,10,20,510367,9
?,male,1208,0.443410685776,9,21,79274,1
?,male,1208,0.908075018667,9,4,547515,0
?,male,1208,2.15140468693,9,15,67989,12
?,male,1208,1.32717502617,8,13,62417,11
?,male,1208,0.806224402966,8,2,134370,0
?,male,1208,0.65994666301,8,20,80833,2
?,male,1208,0.734782274645,8,0,173319,7
?,male,1208,0.520662127603,8,15,300529,1
?,male,1208,0.698675158422,7,21,432479,3
?,male,1208,0.704318348648,7,1,155422,5
?,male,1208,0.788570351026,7,19,162357,5
?,male,1208,1.31047369285,6,6,352745,19
?,male,1208,0.916331797433,6,15,67527,39
?,male,1208,0.663776516831,6,15,48267,7
?,male,1208,0.936587535557,6,4,467689,4
?,male,1208,0.647114984841,6,4,117316,2
?,male,1208,0.502796930043,5,17,102973,0
25,male,?,0.47630825527,2,4,863240,3
25,male,?,0.754039562581,1,15,2319965,10
25,male,?,1.28185720272,11,23,3266788,6
25,male,?,1.19086126922,10,14,324125,7
25,male,?,0.945410895294,9,23,1579814,5
25,male,?,3.5,8,15,264726,7
25,male,?,0.699737204531,7,11,1590561,7
25,male,?,0.684211354249,6,14,218218,6
25,male,?,0.638997984312,6,13,242257,7
25,male,?,1.43419334817,5,12,4214362,15
25,male,?,0.675012906539,3,18,496505,7
25,male,?,0.754910362232,3,19,15164,3
25,male,?,0.603962173536,2,3,180901,3
25,male,?,0.676877304924,2,22,1361770,7
25,male,?,0.59141019651,1,20,1633417,3
25,male,?,0.309783425172,1,4,10339,3
25,male,?,0.663180653719,12,21,1538207,4
25,male,?,1.68227111758,11,2,630102,11
25,male,?,1.30237512495,10,13,36576,20
25,male,?,0.478708613402,10,4,368984,4
25,male,?,0.539254351729,9,3,376393,0
25,male,?,0.820475564813,9,13,160960,6
25,male,?,0.231033057851,8,0,78338,5
25,male,?,0.660750370002,8,21,115873,3
25,male,?,0.522256955647,7,22,419924,1
25,male,?,1.07328967001,7,16,94473,0
25,male,?,0.189305352363,7,13,125307,0
25,male,?,0.471235318398,7,14,35326,2
25,male,?,1.01630192692,7,7,389962,6
25,male,?,1.65891955127,6,7,3210741,15
25,male,?,0.447989877769,4,15,417740,0
25,male,?,0.672435344869,4,19,438402,7
25,male,?,1.18135527794,4,0,176665,3
24,male,685,1.00279291015,11,22,14674966,12
24,male,685,0.529486314789,3,15,24531164,4
24,male,685,0.602002496429,2,2,1130643,0
24,male,685,0.45584356902,12,4,282587,0
22,female,1122,0.625008832043,2,15,339560,5
22,female,1122,1.20118980758,1,13,7145417,43
22,female,1122,1.34833397893,10,21,277352,25
22,female,1122,0.878897035897,10,0,695073,38
22,female,1122,0.839255341499,9,2,3057864,35
22,female,1122,1.16395943532,7,15,726283,51
22,female,1122,1.28510344956,7,20,517819,37
22,female,1122,0.6939107655,6,23,270316,25
22,female,1122,0.578639130325,5,21,1832942,14
22,female,1122,1.06405700336,5,19,72477,20
22,female,1122,1.74437148702,4,20,87887,31
22,female,1122,1.43091773151,4,1,271293,17
22,female,1122,0.670935026236,3,18,492477,19
22,female,1122,1.18578933461,2,2,603270,20
22,female,1122,0.872838335334,1,19,1555953,28
22,female,1122,0.948470095065,1,6,1734695,25
22,female,1122,0.723462867209,12,2,1629333,24
22,female,1122,0.601223019496,11,20,336221,19
22,female,1122,0.843217406641,11,20,424688,27
22,female,1122,0.954329487053,10,15,55486,43
22,female,1122,0.927118812122,10,20,82740,15
22,female,1122,1.0926844028,10,0,167128,22
22,female,1122,1.22352706983,10,0,168414,48
22,female,1122,0.883348746197,10,23,13060,55
22,female,1122,0.803423146082,9,20,184316,23
22,female,1122,0.999354957783,9,19,71517,36
22,female,1122,1.31325391004,9,21,11780,33
22,female,1122,0.773269044749,9,22,5819,14
22,female,1122,0.813929107339,9,16,236386,33
22,female,1122,1.98697589056,9,1,107145,21
22,female,1122,1.41189521809,9,19,87919,26
22,female,1122,1.81999934308,9,20,66022,29
26,male,612,1.01421052632,1,1,496957,1
26,male,612,0.599852943041,7,1,16424725,13
26,male,612,0.454791008729,9,3,9447098,1
26,male,612,0.343162920041,3,22,289657,14
26,male,612,1.01421052632,1,1,475871,1
26,male,612,1.34333780213,12,13,375660,6
26,male,612,2.06982748577,12,1,1217198,11
26,male,612,0.637155042656,11,16,840080,6
26,male,612,1.17009300349,9,1,598935,7
26,male,612,1.18315694456,9,1,421056,6
26,male,612,1.01421052632,8,18,677443,0
26,male,612,2.67315263477,7,2,1202233,8
26,male,612,0.484822269909,7,17,358424,4
26,male,612,0.409386333715,6,20,376600,2
26,male,612,0.610444279493,6,10,7750,1
26,male,612,0.436403494721,5,18,622336,0
26,male,612,0.844240542841,5,3,27037,5
26,male,612,3.07466869255,4,17,36131,21
26,male,612,1.01421052632,4,18,168591,5
26,male,612,1.59317742198,4,22,86509,8
26,male,612,1.06558076627,3,12,304122,8
26,male,612,0.708995985845,3,16,466889,1
26,male,612,1.15930723329,3,6,24005,4
26,male,612,0.698045691869,3,19,55050,6
26,male,612,0.80945516518,3,18,218559,6
26,male,612,0.820042912404,3,17,320708,6
26,male,612,0.626250386257,2,4,79805,6
26,male,612,0.704717056445,2,5,39796,2
26,male,612,0.559649879981,2,21,565445,2
26,male,612,0.772969034991,1,6,249127,4
26,male,612,0.681349597944,1,23,249564,1
26,male,612,0.71977722083,1,5,19788,1
26,male,612,0.811880725836,1,6,911007,1
?,male,571,0.847559913931,1,23,511247,16
?,male,571,0.910529242151,12,1,410545,5
?,male,571,0.629204948522,11,16,1298733,5
?,male,571,0.803801043264,11,7,226198,3
?,male,571,0.471968961507,10,5,125117,3
?,male,571,0.585302404486,9,20,50369,1
?,male,571,0.600397017903,9,18,67739,7
?,male,571,0.526455729057,9,2,118537,6
?,male,571,0.605444036025,8,18,1086763,9
?,male,571,0.694914763918,7,0,36766,4
?,male,571,0.593243082826,6,16,126103,2
?,male,571,0.789741933844,6,2,2701023,0
?,male,571,0.784518165998,4,20,192249,2
?,male,571,0.545263336344,4,17,497327,3
?,male,571,0.309441217635,3,3,1305280,0
?,male,571,0.745073406031,3,21,17794,6
?,male,571,0.734211629687,2,21,1032454,7
?,male,571,0.412428008071,1,8,217188,1
?,male,571,0.907683847209,12,6,194125,4
?,male,571,0.729407452293,12,12,62809,7
?,male,571,0.851727509064,11,20,531769,3
?,male,571,0.550005989066,11,4,538978,0
?,male,571,0.799765076641,10,19,532814,5
?,male,571,0.672117711032,9,22,1200353,2
?,male,571,1.30051610321,8,18,576447,7
?,male,571,0.633667592713,8,23,115526,1
?,male,571,0.708370888771,8,23,272841,10
?,male,571,0.424908756985,7,3,606055,2
?,male,571,2.0,6,18,585832,2
?,male,571,0.76296113135,5,3,611185,1
?,male,571,0.845373379265,5,10,364296,4
?,male,571,0.61565503385,4,6,626910,4
?,male,571,0.634693906685,4,22,145017,2
?,female,234,0.640773198952,10,17,1205326,6
?,female,234,0.720778446106,8,15,1032783,4
?,female,234,0.54721844415,4,5,1202891,1
?,female,234,0.420531155864,3,19,2421762,3
?,female,234,0.67366493613,12,3,203723,4
?,female,234,0.218505888269,10,2,862912,0
?,female,234,0.801974983371,10,0,526340,7
?,female,234,0.533706426531,8,19,684875,1
?,female,234,0.697978565959,7,19,405357,0
?,female,234,1.04344157167,6,19,2091134,3
?,female,234,0.914638127589,4,0,1886570,3
?,female,234,0.996462825894,3,16,140540,3
?,female,234,0.57167071996,2,9,198962,2
?,female,234,0.65382835578,1,5,169162,4
?,female,234,0.789691580103,1,0,63310,6
?,female,234,0.75791386863,12,20,766522,1
?,female,234,0.572042346972,12,22,155422,0
?,female,234,0.724051961131,12,6,100867,1
?,female,234,0.635028798598,12,6,343239,1
?,female,234,0.487792576719,11,20,68040,2
?,female,234,1.11515629432,11,3,459127,2
?,female,234,0.389026377685,11,6,362594,1
?,female,234,0.312122629996,11,3,104810,0
?,female,234,0.82120404293,10,21,75167,3
?,female,234,0.432534482081,10,17,242539,2
?,female,234,0.776073152364,10,14,569733,0
?,female,234,2.0,10,5,170246,2
?,female,234,0.909319981176,9,15,60940,2
?,female,234,0.609904254697,9,1,357255,3
?,female,234,0.817712862654,9,14,668351,3
?,female,234,0.313215500048,8,19,98102,1
?,female,234,0.63089740814,8,18,193309,4
?,female,234,0.385561553288,7,5,186274,4
?,female,1292,0.767608922595,12,3,378474,6
?,female,1292,2.11114685727,11,8,396478,48
?,female,1292,21.0,10,11,43659,21
?,female,1292,1.14608071497,10,0,347940,8
?,female,1292,0.800548867937,9,5,641281,5
?,female,1292,2.52654502768,9,23,169049,80
?,female,1292,0.933725163989,8,5,175376,5
?,female,1292,1.57954051704,8,3,89102,24
?,female,1292,0.942251669005,8,21,369331,26
?,female,1292,1.42311449834,7,22,410301,23
?,female,1292,0.598635785126,7,15,1384874,29
?,female,1292,0.873335756421,6,3,291872,16
?,female,1292,1.63712469476,6,1,36846,52
?,female,1292,0.477910168878,5,4,788660,5
?,female,1292,1.1237644972,5,18,1555075,11
?,female,1292,0.964718042729,4,16,683191,22
?,female,1292,1.59470368371,4,7,748751,10
?,female,1292,0.74704143207,3,20,333300,9
?,female,1292,1.02429280393,3,5,181555,14
?,female,1292,0.81412798147,3,2,81494,12
?,female,1292,1.44646751109,3,21,107005,25
?,female,1292,0.856256279789,3,3,131916,12
?,female,1292,0.818606081818,2,14,400673,6
?,female,1292,1.91666666667,2,15,765415,4
?,female,1292,0.938928683821,2,13,340448,4
?,female,1292,0.997979282064,2,22,238696,3
?,female,1292,1.57452806547,2,1,251478,19
?,female,1292,4.86279142074,1,17,45334,58
?,female,1292,1.27110403965,1,4,184653,12
?,female,1292,0.295961052389,1,21,64104,1
?,female,1292,1.39204735123,1,3,342982,22
?,female,1292,1.61979902813,1,21,13012,6
?,female,1292,1.33722714151,12,4,431789,35
?,male,?,0.300818752508,9,20,55745,0
?,male,?,0.110719588629,9,4,11120846,0
?,male,?,1.0,1,6,2182253,1
?,male,?,0.534769065346,10,22,1175786,0
?,male,?,0.545833333333,8,0,360049,0
?,male,?,0.339730404359,6,20,855181,0
?,male,?,1.28000188639,5,3,256825,4
?,male,?,0.173333333333,3,4,31754,1
?,male,?,0.829068511134,3,0,927578,0
?,male,?,0.0,2,4,261035,0
?,male,?,0.647252950843,2,7,618260,2
?,male,?,0.47295927452,1,3,338438,1
?,male,?,0.835221511344,1,1,106394,3
?,male,?,1.18025648008,1,4,194471,7
?,male,?,1.5,12,23,146207,3
?,male,?,0.780733542856,12,23,125010,2
?,male,?,0.516459950252,12,20,570475,0
?,male,?,0.748602693603,11,2,10783,1
?,male,?,0.470216017963,10,0,59631,0
?,male,?,0.579965323429,10,16,513891,0
?,male,?,0.971722785606,10,21,314774,3
?,male,?,0.935436748878,9,16,143313,4
?,male,?,1.03713747069,9,1,27,0
?,male,?,1.99421120662,9,3,234247,6
?,male,?,0.509206932492,9,2,2165196,1
?,male,?,0.218840926184,6,20,860505,0
?,male,?,0.939860924222,5,4,1907706,6
?,male,?,1.33181932402,4,0,177604,8
?,male,?,0.504991126886,2,0,1547002,0
?,male,?,0.666666666667,12,1,260025,2
?,male,?,0.400303904631,11,0,332616,1
?,male,?,0.60330854272,10,1,592550,1
?,male,?,0.789197326881,9,21,191253,0
23,male,1791,6.62654300815,2,14,936532,52
23,male,1791,13.8109319998,1,20,89513,106
23,male,1791,0.691501135178,12,6,474630,2
23,male,1791,0.798823352888,12,5,245324,12
23,male,1791,0.981806115298,12,18,656232,21
23,male,1791,0.575066109818,11,22,7829,11
23,male,1791,0.921697538554,11,5,62693,20
23,male,1791,1.24833495775,10,4,277367,7
23,male,1791,1.11175340608,10,0,523457,39
23,male,1791,1.52579506241,10,18,49908,23
23,male,1791,4.85902128919,10,23,718387,69
23,male,1791,1.51644844983,9,14,374852,22
23,male,1791,1.44419014976,8,14,802182,55
23,male,1791,0.737632369755,7,17,166405,7
23,male,1791,1.28901693118,6,23,6386,46
23,male,1791,0.82864748388,5,22,86028,30
23,male,1791,0.359650982464,5,3,376936,2
23,male,1791,0.920900554916,4,1,601754,1
23,male,1791,0.833274705806,4,4,202076,10
23,male,1791,2.96875,3,2,27555,9
23,male,1791,0.64239238958,3,6,856,8
23,male,1791,0.97763894951,3,6,12,5
23,male,1791,4.0,3,6,5,4
23,male,1791,0.519491605575,3,5,267214,0
23,male,1791,0.870199090375,2,2,167323,5
23,male,1791,2.69997151772,2,6,468492,23
23,male,1791,0.785463399374,2,20,63436,6
23,male,1791,0.473214285714,2,1,246922,2
23,male,1791,1.41236500225,1,5,255598,8
23,male,1791,0.886261129503,1,7,435337,43
23,male,1791,0.646045717376,12,5,84752,5
23,male,1791,2.01047993935,12,4,201911,21
23,male,1791,37.0,12,3,57146,37
?,male,1051,0.661534359968,3,0,1532479,4
?,male,1051,0.526736499533,11,18,20007630,9
?,male,1051,0.720736850991,11,11,1470275,3
?,male,1051,0.741932935878,7,18,3670898,6
?,male,1051,0.641654112882,5,0,231574,2
?,male,1051,0.75,5,5,1326757,2
?,male,1051,1.04586345384,3,20,2580065,3
?,male,1051,0.723478351825,12,6,555279,0
?,male,1051,0.414843203731,11,17,553157,1
?,male,1051,0.64184498755,10,23,422165,0
?,male,1051,0.683033810694,9,3,234041,6
?,male,1051,0.281283068783,8,16,276601,1
?,male,1051,0.863819287053,7,22,1188619,3
?,male,1051,0.65471636051,7,14,7139780,0
?,male,1051,0.600910492387,3,4,772367,0
?,male,1051,0.760403475939,12,2,506154,0
?,male,1051,0.842505523694,11,22,1463294,1
?,male,1051,0.591788483225,10,23,775291,1
?,male,1051,0.817056026207,9,19,172939,1
?,male,1051,0.366836958741,8,16,68102,1
?,male,1051,1.04946672938,8,1,438144,2
?,male,1051,0.682928650644,6,18,89758,2
?,female,590,0.537790561876,11,16,364823,4
?,female,590,0.496742041974,5,23,1042111,3
?,female,590,1.05009242372,12,3,27145547,7
?,female,590,0.764078646064,1,1,5599199,1
?,female,590,0.237137099344,8,23,3560822,0
?,female,590,0.561169437567,6,4,719222,1
?,female,?,0.861010468608,3,6,472933,24
?,female,?,0.21875,2,2,31732,1
?,female,?,1.30547173561,2,1,377217,12
?,female,?,1.92952421615,1,5,362994,28
?,female,?,1.32249490889,1,21,1061195,11
?,female,?,0.956703653234,12,22,391435,23
?,female,?,1.27281255555,12,3,68123,8
?,female,?,0.723534545204,12,21,749,13
?,female,?,1.45129032258,12,4,94576,8
?,female,?,1.12224248503,12,20,18579,27
?,female,?,0.603815337604,11,23,90277,7
?,female,?,0.739958233818,11,21,237779,18
?,female,?,6.69384811437,11,2,184057,49
?,female,?,1.20497670093,11,21,165028,23
?,female,?,0.750229237498,10,4,449853,5
?,female,?,0.513860285293,10,0,90087,6
?,female,?,0.824781336356,10,13,222142,16
?,female,?,0.861058216195,9,3,445401,16
?,female,?,0.849721572229,9,15,152990,4
?,female,?,0.467935434733,9,14,338299,0
?,female,?,0.889558665912,8,17,226072,5
?,female,?,1.28071714661,8,6,28809,5
?,female,?,0.611943811186,8,2,76947,1
?,female,?,0.609111218151,8,6,16136,1
?,female,?,0.798607949667,8,3,600779,14
?,female,?,1.0295946417,7,15,268000,27
?,female,?,0.571122815788,7,17,183428,12
?,female,?,0.937201885594,7,15,127477,15
?,female,?,1.53630704242,7,4,41184,29
?,female,?,0.554958083771,6,3,347289,5
?,female,?,0.758804088333,6,5,89993,17
?,female,?,1.46860420818,6,14,57415,6
?,female,?,2.08569889217,5,6,210645,23
?,male,588,0.682836522993,12,16,1877959,6
?,male,588,0.738731872229,7,20,850115,0
?,male,588,1.35983938501,6,23,363654,11
?,male,588,2.00623491569,5,15,487442,78
?,male,588,0.545192675698,4,18,740690,1
?,male,588,0.37112644018,3,19,2897942,2
?,male,588,1.13801766415,1,2,1125128,3
?,male,588,0.469287582457,12,19,49983,0
?,male,588,0.683324863312,12,1,1377209,5
?,male,588,1.17658730159,11,2,361302,5
?,male,588,0.472956357227,11,0,609113,2
?,male,588,0.335695362679,9,23,22268,1
?,male,588,0.169444444444,9,13,5473,1
?,male,588,0.0817931887793,9,0,8596,0
?,male,588,0.600490308574,9,1,166630,0
?,male,588,0.0666666666667,9,1,77555,0
?,male,588,0.0013986013986,8,19,75933,0
?,male,588,0.417579957927,8,3,1923,1
?,male,588,0.466081247315,8,22,103972,0
?,male,588,0.269215384467,8,18,65494,0
?,male,588,0.361385337296,8,17,349663,1
?,male,588,0.453594152184,8,18,5305,0
?,male,588,0.398443794818,8,13,55142,0
?,male,588,0.414351088213,8,20,279960,1
?,male,588,0.0,8,17,149507,0
?,male,588,0.0536616995788,8,22,2,0
?,male,588,0.233625025677,7,20,145469,0
?,male,588,0.103991266679,6,14,250990,0
?,male,588,1.53363145243,6,18,1648599,4
?,male,588,0.667511971642,4,2,338443,10
?,male,588,0.478686559529,3,4,775898,1
?,male,588,0.601277077095,2,4,2534202,7
?,male,588,0.52751916105,12,3,535922,0
26,male,497,0.383473120111,9,15,3593012,1
26,male,497,0.637613258038,8,13,126830,3
26,male,497,0.853315442591,5,15,942658,0
26,male,497,0.811781061732,3,4,2588286,3
26,male,497,0.796290364827,12,15,1731299,4
26,male,497,0.722776429672,11,21,99379,2
26,male,497,0.512260789912,10,0,1533408,0
26,male,497,0.49420836323,9,3,1473565,0
26,male,497,0.290956819464,8,14,2239442,1
26,male,497,0.809983457387,6,3,198876,3
26,male,497,1.10271971671,5,19,58669,0
26,male,497,0.712903567701,5,1,675409,4
26,male,497,0.481577849473,3,3,33405,0
26,male,497,1.07894736842,3,17,84443,0
