@relation validation

@attribute 'age' numeric
@attribute 'gender' nominal
@attribute 'friend_count' numeric
@attribute 'message_score' numeric
@attribute 'month' nominal
@attribute 'hour' nominal
@attribute 'time_since_last' numeric
@attribute 'likes' numeric 

20,male,781,1.31757450671,1,17,789750,7
20,male,781,0.39098289078,12,21,1001589,4
20,male,781,4.50887419706,10,22,7836574,40
20,male,781,0.892096768059,6,6,1233156,6
20,male,781,0.904458729225,5,0,3388841,12
20,male,781,1.24850871557,3,3,2575152,27
20,male,781,0.74603852333,2,7,90,1
20,male,781,0.681598862676,2,5,679,17
20,male,781,1.03377724923,1,1,101202,9
20,male,781,0.561309611656,12,6,87606,15
20,male,781,0.934804171155,12,0,143402,54
20,male,781,0.767275448921,12,11,473842,6
20,male,781,0.61496000284,11,19,158885,8
20,male,781,1.03694723787,11,10,281129,1
20,male,781,0.454392789326,10,8,1177680,2
20,male,781,0.699066399294,9,7,51016,0
20,male,781,0.513754945535,8,3,2638413,0
20,male,781,0.759735279945,5,18,3163,0
20,male,781,0.296007353147,5,1,3239,0
20,male,781,1.00633066469,4,0,416,9
20,male,781,0.454662242727,4,4,632126,0
20,male,781,5.56842604458,3,16,1852182,20
20,male,781,0.733664312545,2,17,2248752,10
20,male,781,1.00993374781,1,21,563942,2
20,male,781,4.0,12,19,59220,4
20,male,781,0.160511055222,12,3,694,0
20,male,781,0.71344441341,12,23,92095,1
20,male,781,0.26303030303,12,2,383495,0
20,male,781,1.45045454079,12,23,494879,6
20,male,781,0.550624969443,11,19,166460,8
20,male,781,0.450442718631,11,23,357798,0
20,male,781,0.721526164927,11,16,649915,3
20,male,781,2.50368613761,10,20,159804,17
?,female,984,1.19147428559,2,15,225064,7
?,female,984,0.0,1,0,377866,0
?,female,984,2.05427585695,1,16,2635063,18
?,female,984,1.56762404036,10,3,467685,32
?,female,984,2.47130865082,10,14,381169,16
?,female,984,2.0747300162,9,22,229445,18
?,female,984,2.06167906921,8,14,674306,10
?,female,984,7.06262112273,8,2,82342,31
?,female,984,0.612766581942,8,1,134455,5
?,female,984,0.531765829728,8,3,479748,1
?,female,984,1.02505544031,7,16,178136,18
