@relation training

@attribute 'age' numeric
@attribute 'gender' nominal
@attribute 'friend_count' numeric
@attribute 'message_score' numeric
@attribute 'month' nominal
@attribute 'hour' nominal
@attribute 'time_since_last' numeric
@attribute 'likes' numeric 

?,male,554,0.474123989218,5,6,9893,1,
?,male,554,0.224123989218,5,1,9518,0,
?,male,554,0.474123989218,5,20,10842,1,
?,male,554,0.224123989218,5,17,10334,0,
?,male,554,0.474123989218,5,6,2540,1,
?,male,554,0.474123989218,5,2,4825,1,
?,male,554,0.724123989218,5,20,10072,2,
?,male,554,0.974123989218,5,4,24789,3,
?,male,554,0.260527103923,5,17,6162,0,
?,male,554,0.474123989218,5,5,2681,1,
?,male,554,0.482791892952,5,23,1835,1,
?,male,554,0.457499216142,5,21,1842,0,
?,male,554,0.544856527494,5,8,135165,0,
?,male,554,0.426981003666,5,14,32333,1,
?,male,554,0.383726598321,5,4,50175,2,
?,male,554,0.506063030076,2,5,580,1,
?,male,554,0.466406538185,2,4,9425,1,
?,male,554,0.466406538185,2,20,46957,0,
?,male,554,0.433091785458,2,23,18541,0,
?,male,554,0.447377499743,2,10,800,0,
?,male,554,0.54040806123,2,22,447402,0,
?,male,554,0.502561813729,2,8,1637,1,
?,male,554,0.568312090516,1,11,2418,1,
?,male,554,0.605512789427,1,9,5161,1,
?,male,554,0.638126353763,11,19,2919240,13,
?,male,554,0.290661065262,9,5,992941,0,
?,male,554,0.260616882826,5,13,280790,0,
?,male,554,0.196286415996,5,23,6227753,1,
?,male,554,1.34972437577,7,16,1557393,8,
?,male,554,0.405253511352,6,3,1226687,3,
?,male,554,0.520301551125,4,15,1209749,3,
?,male,554,0.783037426487,9,20,241204,2,
?,male,554,0.857201527519,7,13,1940578,2,
?,male,554,0.504306734911,10,22,?,1,
?,male,None,0.81191668055,6,15,31711858,18,
?,male,None,0.76583510695,1,3,789014,5,
?,male,None,0.495378003071,12,19,3334,11,
?,male,None,0.347682418262,10,22,1706034,1,
?,male,None,0.604606067107,8,5,388165,2,
?,male,None,0.62713327045,5,19,7951767,2,
?,male,None,1.85470311581,12,12,294423,6,
?,male,None,0.598882299013,9,4,198692,2,
?,male,None,0.5,6,15,135393,1,
?,male,None,0.665498958982,12,17,658136,4,
?,male,None,0.674775290115,10,16,1187831,2,
?,male,None,0.804926765592,9,23,?,0,
?,female,646,0.587304895562,11,5,623514,1,
?,female,646,1.10918094069,9,4,4843737,16,
?,female,646,0.793831170573,6,4,2172285,11,
?,female,646,0.949710524963,5,20,952043,23,
?,female,646,1.20026945497,4,19,343348,18,
?,female,646,0.516872766907,3,16,54268,4,
?,female,646,0.753875551643,3,0,422233,6,
?,female,646,0.928546790027,3,19,184176,10,
?,female,646,0.324935563895,2,3,1230904,1,
?,female,646,0.571315430456,1,4,360294,8,
?,female,646,0.737486578671,1,3,98981,12,
?,female,646,0.91258463659,12,18,240119,0,
?,female,646,2.55961567101,12,14,485432,9,
?,female,646,0.892131118948,12,20,511970,4,
?,female,646,0.54968797568,11,0,216472,0,
?,female,646,0.870415022786,11,5,151529,3,
?,female,646,0.795743383448,10,23,351168,1,
?,female,646,0.943464009963,10,22,146653,15,
?,female,646,1.58749397815,9,1,876941,4,
?,female,646,0.650177885459,8,17,158581,3,
?,female,646,0.619254538972,8,3,721876,1,
?,female,646,0.597209172132,7,5,529536,4,
?,female,646,0.39916424854,7,15,227322,0,
?,female,646,1.10967409864,6,0,192379,4,
?,female,646,0.581097310639,6,2,100969,1,
?,female,646,0.551543106868,6,23,363973,0,
?,female,646,0.955968195828,5,22,439969,2,
?,female,646,0.511189294653,4,13,906363,4,
?,female,646,0.574580801728,4,5,884259,0,
?,female,646,0.513988580135,3,22,1115580,1,
?,female,646,0.942696559441,2,16,1350859,3,
?,female,646,0.87450877393,1,2,82977,0,
?,female,646,0.646709571603,1,5,1850510,3,
?,female,646,0.816265691917,12,14,?,0,
?,male,504,0.314532701805,2,13,4201501,3,
?,male,504,2.33333333333,11,0,5834768,7,
?,male,504,0.859328335563,5,3,749589,10,
?,male,504,0.284639424781,4,11,86950,0,
?,male,504,0.583252998772,3,6,184906,3,
?,male,504,0.69951806429,2,3,980815,4,
?,male,504,3.0,1,1,172798,3,
?,male,504,0.527070448184,12,8,359155,7,
?,male,504,1.01301526397,11,0,505697,2,
?,male,504,0.71562771264,10,1,431623,5,
?,male,504,0.755562008014,9,23,259651,9,
?,male,504,0.313306151196,8,2,120312,0,
?,male,504,0.551812921248,7,20,834871,6,
?,male,504,0.491172753144,6,2,1468380,2,
?,male,504,0.691781973194,5,21,971003,0,
?,male,504,0.862318189382,5,7,46735,6,
?,male,504,0.279189701255,5,0,370553,4,
?,male,504,0.87549741815,4,12,381903,0,
?,male,504,0.771836641156,4,2,80268,3,
?,male,504,0.637463168163,3,17,136274,0,
?,male,504,1.12878787879,2,1,205219,1,
?,male,504,0.877417757446,2,22,76339,9,
?,male,504,0.749707047961,1,4,622029,4,
?,male,504,0.589085686057,1,4,353646,2,
?,male,504,0.599109844759,1,3,312028,1,
?,male,504,1.20531311839,12,13,61773,3,
?,male,504,0.575142039635,12,2,175181,3,
?,male,504,0.54834270984,12,4,173794,5,
?,male,504,0.559563418501,12,5,274287,1,
?,male,504,0.562678533233,12,5,284377,1,
?,male,504,0.344181300177,11,18,188356,1,
?,male,504,0.615953981981,11,4,614661,8,
?,male,504,0.919786426088,11,23,251167,13,
?,male,504,0.614786047448,10,4,?,1,
?,male,467,0.550585390964,2,4,6644357,3,
?,male,467,0.648836876388,5,21,13415865,4,
?,male,467,0.527103078325,2,16,3519674,1,
?,male,467,0.555163384736,12,3,7075395,0,
?,male,467,0.0,6,21,7238284,0,
?,male,467,0.375255102041,2,2,188769,1,
?,male,467,0.220507061904,1,4,107767,0,
?,male,467,0.419684332288,1,4,530089,1,
?,male,467,0.2,12,20,369452,1,
?,male,467,0.408583547391,10,8,1498213,0,
?,male,467,0.434275490969,9,15,121737,0,
?,male,467,0.615043312359,8,6,1417164,0,
?,male,467,0.572419028065,7,14,208004,0,
?,male,467,0.475175750374,6,5,179161,0,
?,male,1169,0.920813273962,1,4,2321031,11,
?,male,1169,0.711752130694,12,3,641302,5,
?,male,1169,1.16624686988,9,4,170846,11,
?,male,1169,0.73043599599,8,3,984122,12,
?,male,1169,0.812175744698,6,5,731674,5,
?,male,1169,1.07614372053,5,3,525455,22,
?,male,1169,0.844018917567,4,12,300072,13,
?,male,1169,0.459219642241,4,11,1181246,2,
?,male,1169,9.0,2,3,1920043,9,
?,male,1169,0,1,21,83,2,
?,male,1169,0,1,8,505,16,
?,male,1169,24.0,1,7,473814,24,
?,male,1169,0,1,20,183538,6,
?,male,1169,0.497832304241,1,22,501682,3,
?,male,1169,0.844520586618,1,7,920046,10,
?,male,1169,0.771933458594,11,8,4156095,5,
?,male,1169,1.02297212031,9,15,187853,8,
?,male,1169,0.0,8,21,3437563,0,
?,male,1169,1.72916666667,6,5,1781871,6,
?,male,1169,1.5,6,11,1211162,3,
?,male,1169,0.704367713798,4,22,1747529,1,
?,male,1169,0.574338230606,3,1,188352,1,
?,male,1169,0.233339689724,2,4,1334427,0,
?,male,1169,0.772221964538,1,1,935817,12,
?,male,1169,0.7419130848,12,23,515762,1,
?,male,1169,0.306165551081,12,1,764857,0,
?,male,1169,1.53215021679,11,4,306870,3,
?,male,1169,0.478820247751,11,1,654869,0,
?,male,1169,0.235114394075,9,11,28098,0,
?,male,1169,0.819395236999,9,19,86005,5,
?,male,1169,0.574787030391,9,3,84523,1,
?,male,1169,0.768640216112,9,22,6226,3,
?,male,1169,0.699718253715,9,2,140172,1,
?,female,645,0.648546215451,11,19,1913002,4,
?,female,645,0.561076192987,8,21,5346214,2,
?,female,645,0.129809775706,3,5,462442,0,
?,female,645,1.13353104763,1,4,1895873,1,
?,female,645,1.08762542886,11,3,1831819,0,
?,female,645,0.574493350644,10,14,1698931,0,
?,female,645,0.544934174469,8,23,841088,1,
?,female,645,0.340909090909,7,17,767313,1,
?,male,347,0.719513417175,9,0,94936,6,
?,male,347,1.23528311986,2,1,24732170,7,
